hazard_id,site_id,building_id,asset_id,hazard_type,hazard_category,description,location_description,risk_level,status,identified_date,identified_by_assessment_id,identified_by_inspection_id,control_measures
160,5,25.0,,ELECTRICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Staff Facilities,MEDIUM,CONTROLLED,2021-03-18,47.0,,Controls applied as per action plan
161,5,26.0,,ENVIRONMENTAL,TREES,Unstable tree identified near Sports Hall boundary,Sports Hall,MEDIUM,CONTROLLED,2021-03-18,47.0,,Controls applied as per action plan
162,5,23.0,,PHYSICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Arts Block,LOW,CONTROLLED,2021-09-24,48.0,,Controls applied as per action plan
163,5,,89.0,PHYSICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,OPEN,2021-09-24,48.0,,
164,5,,73.0,STRUCTURAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,MEDIUM,CONTROLLED,2022-03-25,49.0,,Controls applied as per action plan
165,5,30.0,,CHEMICAL,TRAFFIC,No speed limit signage in school grounds,Grounds Shed,MEDIUM,CONTROLLED,2022-03-25,49.0,,Controls applied as per action plan
166,5,,,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,School grounds,MEDIUM,OPEN,2022-03-25,49.0,,
167,5,,71.0,PHYSICAL,FALLING_OBJECTS,Loose guttering on the northern boundary at risk of falling in high winds,School grounds,LOW,OPEN,2022-09-05,50.0,,
168,5,,,STRUCTURAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,MEDIUM,ELIMINATED,2022-09-05,50.0,,Controls applied as per action plan
169,5,,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near the northern boundary,School grounds,LOW,MONITORING,2022-09-05,50.0,,Controls applied as per action plan
170,5,,,PHYSICAL,WEATHER,Ponding water near the sports field perimeter after rainfall,School grounds,MEDIUM,CONTROLLED,2023-03-14,51.0,,Controls applied as per action plan
171,5,,71.0,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,MEDIUM,CONTROLLED,2023-09-25,52.0,,Controls applied as per action plan
172,5,29.0,,PHYSICAL,MACHINERY,Missing guard on equipment in Metal Workshop,Metal Workshop,MEDIUM,MONITORING,2023-09-25,52.0,,Controls applied as per action plan
173,5,,,ELECTRICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,HIGH,ELIMINATED,2023-09-25,52.0,,Controls applied as per action plan
174,5,23.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Arts Block making surface slippery in wet conditions,Arts Block,MEDIUM,ELIMINATED,2024-09-16,54.0,,Controls applied as per action plan
175,5,,,ENVIRONMENTAL,HEIGHTS,Unprotected mezzanine edge in near the car park,School grounds,CRITICAL,MONITORING,2024-09-16,54.0,,Controls applied as per action plan
176,5,25.0,,STRUCTURAL,WEATHER,Ice formation on north-facing pathways in winter,Staff Facilities,HIGH,ELIMINATED,2025-03-24,55.0,,Controls applied as per action plan
177,5,30.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near Grounds Shed creating trip hazard,Grounds Shed,LOW,OPEN,2025-03-24,55.0,,
178,5,,89.0,ENVIRONMENTAL,HEIGHTS,No edge protection on adjacent to the playground roof access,School grounds,LOW,OPEN,2025-03-24,55.0,,
179,5,,,ELECTRICAL,TREES,Large tree root lifting pathway surface,School grounds,CRITICAL,ELIMINATED,2020-07-21,,46.0,Controls applied as per action plan
180,5,24.0,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,Main Office,HIGH,MONITORING,2021-09-18,,48.0,Controls applied as per action plan
181,5,24.0,,ENVIRONMENTAL,WATER,Standing water creating mosquito breeding ground,Main Office,MEDIUM,MONITORING,2021-08-22,,49.0,Controls applied as per action plan
182,5,,,BIOLOGICAL,MACHINERY,Missing guard on equipment in the northern boundary,School grounds,MEDIUM,ELIMINATED,2021-08-22,,49.0,Controls applied as per action plan
183,5,,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,MEDIUM,CONTROLLED,2021-08-22,,49.0,Controls applied as per action plan
184,5,,,CHEMICAL,FALLING_OBJECTS,Deteriorating fascia boards above the main entrance walkway,School grounds,LOW,ELIMINATED,2022-02-13,,50.0,Controls applied as per action plan
185,5,26.0,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Sports Hall,LOW,CONTROLLED,2022-02-13,,50.0,Controls applied as per action plan
186,5,,,ENVIRONMENTAL,HEIGHTS,Unprotected mezzanine edge in the sports field perimeter,School grounds,HIGH,ELIMINATED,2023-07-27,,51.0,Controls applied as per action plan
187,5,29.0,,PHYSICAL,HEIGHTS,Inadequate ladder storage and inspection regime,Metal Workshop,MEDIUM,ELIMINATED,2023-07-27,,51.0,Controls applied as per action plan
188,5,,,ELECTRICAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,LOW,MONITORING,2024-07-14,,52.0,Controls applied as per action plan
189,5,,87.0,ELECTRICAL,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,HIGH,ELIMINATED,2024-07-14,,52.0,Controls applied as per action plan
190,5,,69.0,ERGONOMIC,ELECTRICAL,Damaged power point cover in the sports field perimeter,School grounds,HIGH,MONITORING,2024-07-14,,52.0,Controls applied as per action plan
191,5,,,PHYSICAL,FALLING_OBJECTS,Loose guttering on the main entrance at risk of falling in high winds,School grounds,MEDIUM,MONITORING,2024-05-12,,53.0,Controls applied as per action plan
192,5,,76.0,CHEMICAL,SLIP_TRIP_FALL,Uneven paving stones near the northern boundary creating trip hazard,School grounds,MEDIUM,ELIMINATED,2024-05-12,,53.0,Controls applied as per action plan
193,5,,,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,LOW,ELIMINATED,2024-03-26,,54.0,Controls applied as per action plan
194,5,23.0,,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,Arts Block,HIGH,ELIMINATED,2024-03-26,,54.0,Controls applied as per action plan
195,6,,,ERGONOMIC,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,MEDIUM,CONTROLLED,2020-03-07,56.0,,Controls applied as per action plan
196,6,,94.0,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in near the car park,School grounds,CRITICAL,CONTROLLED,2020-03-07,56.0,,Controls applied as per action plan
197,6,31.0,,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,Science Block,MEDIUM,ELIMINATED,2020-03-07,56.0,,Controls applied as per action plan
198,6,,,BIOLOGICAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,LOW,ELIMINATED,2020-03-07,56.0,,Controls applied as per action plan
199,6,33.0,,ERGONOMIC,TREES,Dead branch overhanging walkway near Junior Toilets,Junior Toilets,HIGH,CONTROLLED,2020-09-22,57.0,,Controls applied as per action plan
200,6,,93.0,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,MEDIUM,ELIMINATED,2020-09-22,57.0,,Controls applied as per action plan
201,6,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,MEDIUM,OPEN,2021-09-09,59.0,,
202,6,,,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,MEDIUM,CONTROLLED,2022-03-14,60.0,,Controls applied as per action plan
203,6,33.0,,CHEMICAL,FALLING_OBJECTS,Loose guttering on Junior Toilets at risk of falling in high winds,Junior Toilets,HIGH,MONITORING,2022-09-01,61.0,,Controls applied as per action plan
204,6,35.0,,ENVIRONMENTAL,TREES,Unstable tree identified near Main Gymnasium boundary,Main Gymnasium,MEDIUM,MONITORING,2023-09-20,63.0,,Controls applied as per action plan
205,6,31.0,,ELECTRICAL,PLAYGROUND,Rusted bolt on swing frame,Science Block,CRITICAL,MONITORING,2023-09-20,63.0,,Controls applied as per action plan
206,6,,,ELECTRICAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,MEDIUM,CONTROLLED,2024-03-19,64.0,,Controls applied as per action plan
207,6,,,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,School grounds,HIGH,CONTROLLED,2024-03-19,64.0,,Controls applied as per action plan
208,6,,100.0,PHYSICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,CRITICAL,MONITORING,2025-03-16,66.0,,Controls applied as per action plan
209,6,33.0,,ENVIRONMENTAL,PLAYGROUND,Rusted bolt on swing frame,Junior Toilets,HIGH,MONITORING,2025-03-16,66.0,,Controls applied as per action plan
210,6,,94.0,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,CONTROLLED,2020-06-06,,56.0,Controls applied as per action plan
211,6,32.0,,ENVIRONMENTAL,PLAYGROUND,Rusted bolt on swing frame,Administration Building,MEDIUM,CONTROLLED,2020-06-06,,56.0,Controls applied as per action plan
212,6,,,PHYSICAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,MEDIUM,OPEN,2020-11-27,,57.0,
213,6,31.0,,BIOLOGICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,Science Block,MEDIUM,CONTROLLED,2020-11-27,,57.0,Controls applied as per action plan
214,6,,95.0,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,HIGH,ELIMINATED,2020-11-27,,57.0,Controls applied as per action plan
215,6,,,ELECTRICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,CONTROLLED,2021-05-16,,58.0,Controls applied as per action plan
216,6,,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,HIGH,ELIMINATED,2021-06-23,,59.0,Controls applied as per action plan
217,6,31.0,,ELECTRICAL,ELECTRICAL,Damaged power point cover in Science Block,Science Block,HIGH,ELIMINATED,2021-06-23,,59.0,Controls applied as per action plan
218,6,32.0,,PHYSICAL,WATER,Standing water creating mosquito breeding ground,Administration Building,LOW,CONTROLLED,2022-08-05,,60.0,Controls applied as per action plan
219,6,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near near the car park making surface slippery in wet conditions,School grounds,CRITICAL,ELIMINATED,2022-09-14,,61.0,Controls applied as per action plan
220,6,,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,MEDIUM,MONITORING,2022-09-14,,61.0,Controls applied as per action plan
221,6,,,STRUCTURAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,HIGH,OPEN,2023-05-18,,63.0,
222,6,,,ENVIRONMENTAL,WEATHER,Wind exposure to portable buildings near the sports field perimeter,School grounds,LOW,ELIMINATED,2024-08-17,,64.0,Controls applied as per action plan
223,6,33.0,,PHYSICAL,TREES,Large tree root lifting pathway surface,Junior Toilets,MEDIUM,OPEN,2024-08-17,,64.0,
224,6,,,ENVIRONMENTAL,ELECTRICAL,Worn cable on portable equipment in the sports field perimeter,School grounds,MEDIUM,OPEN,2024-08-17,,64.0,
225,7,40.0,,STRUCTURAL,PLAYGROUND,Gap in playground fencing allowing access to road,Learning Centre,HIGH,ELIMINATED,2020-03-20,67.0,,Controls applied as per action plan
226,7,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,LOW,OPEN,2020-03-20,67.0,,
227,7,37.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near Main Office creating trip hazard,Main Office,LOW,MONITORING,2020-03-20,67.0,,Controls applied as per action plan
228,7,,106.0,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,MEDIUM,ELIMINATED,2020-03-20,67.0,,Controls applied as per action plan
229,7,,,PHYSICAL,FALLING_OBJECTS,Deteriorating fascia boards above the sports field perimeter walkway,School grounds,MEDIUM,CONTROLLED,2020-09-01,68.0,,Controls applied as per action plan
230,7,36.0,,ELECTRICAL,SLIP_TRIP_FALL,Uneven paving stones near Science Block creating trip hazard,Science Block,LOW,OPEN,2020-09-01,68.0,,
231,7,38.0,,STRUCTURAL,FALLING_OBJECTS,Unsecured items stored at height in Senior Toilets,Senior Toilets,MEDIUM,CONTROLLED,2020-09-01,68.0,,Controls applied as per action plan
232,7,42.0,,CHEMICAL,ELECTRICAL,Overhead power lines within reach of tree growth,Changing Rooms,HIGH,OPEN,2020-09-01,68.0,,
233,7,,110.0,CHEMICAL,HEIGHTS,Unprotected mezzanine edge in near the car park,School grounds,MEDIUM,ELIMINATED,2021-03-10,69.0,,Controls applied as per action plan
234,7,41.0,,STRUCTURAL,ELECTRICAL,Overhead power lines within reach of tree growth,Wood Workshop,HIGH,CONTROLLED,2021-03-10,69.0,,Controls applied as per action plan
235,7,,113.0,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,HIGH,ELIMINATED,2021-03-10,69.0,,Controls applied as per action plan
236,7,,,ENVIRONMENTAL,ASBESTOS,Damaged soffit near near the car park potentially containing asbestos,School grounds,MEDIUM,CONTROLLED,2022-03-04,71.0,,Controls applied as per action plan
237,7,39.0,,ENVIRONMENTAL,HEIGHTS,Inadequate ladder storage and inspection regime,Sports Hall,LOW,CONTROLLED,2022-03-04,71.0,,Controls applied as per action plan
238,7,39.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Sports Hall making surface slippery in wet conditions,Sports Hall,MEDIUM,CONTROLLED,2022-09-10,72.0,,Controls applied as per action plan
239,7,39.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Sports Hall,Sports Hall,MEDIUM,CONTROLLED,2022-09-10,72.0,,Controls applied as per action plan
240,7,39.0,,PHYSICAL,FALLING_OBJECTS,Loose guttering on Sports Hall at risk of falling in high winds,Sports Hall,HIGH,OPEN,2023-03-13,73.0,,
241,7,,,ENVIRONMENTAL,WATER,Stormwater drain cover missing near playground,School grounds,HIGH,CONTROLLED,2023-03-13,73.0,,Controls applied as per action plan
242,7,,,ERGONOMIC,WATER,Flooding risk to the main entrance from blocked drain,School grounds,MEDIUM,MONITORING,2023-09-17,74.0,,Controls applied as per action plan
243,7,,114.0,PHYSICAL,WEATHER,Ponding water near near the car park after rainfall,School grounds,MEDIUM,CONTROLLED,2023-09-17,74.0,,Controls applied as per action plan
244,7,,,ELECTRICAL,MACHINERY,Inadequate lockout procedure for machinery in the main entrance,School grounds,LOW,MONITORING,2023-09-17,74.0,,Controls applied as per action plan
245,7,41.0,,BIOLOGICAL,WATER,Stormwater drain cover missing near playground,Wood Workshop,HIGH,ELIMINATED,2024-03-24,75.0,,Controls applied as per action plan
246,7,37.0,,BIOLOGICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Main Office,MEDIUM,CONTROLLED,2024-03-24,75.0,,Controls applied as per action plan
247,7,,,CHEMICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,CONTROLLED,2024-03-24,75.0,,Controls applied as per action plan
248,7,,105.0,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in near the car park,School grounds,MEDIUM,CONTROLLED,2024-03-24,75.0,,Controls applied as per action plan
249,7,,,ELECTRICAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,LOW,OPEN,2024-09-22,76.0,,
250,7,,109.0,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,School grounds,HIGH,OPEN,2024-09-22,76.0,,
251,7,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,LOW,CONTROLLED,2025-03-21,77.0,,Controls applied as per action plan
252,7,,,PHYSICAL,HEIGHTS,No edge protection on adjacent to the playground roof access,School grounds,MEDIUM,MONITORING,2025-03-21,77.0,,Controls applied as per action plan
253,7,,,STRUCTURAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,LOW,MONITORING,2020-09-05,,65.0,Controls applied as per action plan
254,7,,,ELECTRICAL,HEIGHTS,Unprotected mezzanine edge in adjacent to the playground,School grounds,LOW,OPEN,2021-02-20,,67.0,
255,7,42.0,,ENVIRONMENTAL,PLAYGROUND,Gap in playground fencing allowing access to road,Changing Rooms,HIGH,CONTROLLED,2021-02-20,,67.0,Controls applied as per action plan
256,7,,114.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,MONITORING,2021-05-05,,68.0,Controls applied as per action plan
257,7,,,ERGONOMIC,MACHINERY,Missing guard on equipment in the main entrance,School grounds,CRITICAL,CONTROLLED,2022-08-14,,69.0,Controls applied as per action plan
258,7,,,BIOLOGICAL,ASBESTOS,Damaged soffit near the main entrance potentially containing asbestos,School grounds,LOW,ELIMINATED,2023-09-17,,70.0,Controls applied as per action plan
259,7,,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in adjacent to the playground,School grounds,LOW,CONTROLLED,2023-09-17,,70.0,Controls applied as per action plan
260,7,41.0,,BIOLOGICAL,SLIP_TRIP_FALL,Algae growth on pathway near Wood Workshop making surface slippery in wet conditions,Wood Workshop,MEDIUM,MONITORING,2023-09-17,,70.0,Controls applied as per action plan
261,7,,113.0,ENVIRONMENTAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,MEDIUM,ELIMINATED,2024-05-07,,73.0,Controls applied as per action plan
262,7,36.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Science Block,Science Block,CRITICAL,MONITORING,2024-05-07,,73.0,Controls applied as per action plan
263,7,42.0,,ENVIRONMENTAL,MACHINERY,Worn blade on grounds equipment stored in Changing Rooms,Changing Rooms,LOW,ELIMINATED,2024-05-07,,73.0,Controls applied as per action plan
264,7,,110.0,PHYSICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,MEDIUM,ELIMINATED,2024-09-27,,74.0,Controls applied as per action plan
265,7,,,STRUCTURAL,FALLING_OBJECTS,Loose guttering on adjacent to the playground at risk of falling in high winds,School grounds,HIGH,OPEN,2024-11-26,,75.0,
266,7,40.0,,BIOLOGICAL,FALLING_OBJECTS,Deteriorating fascia boards above Learning Centre walkway,Learning Centre,HIGH,CONTROLLED,2024-11-26,,75.0,Controls applied as per action plan
267,7,,101.0,ENVIRONMENTAL,FALLING_OBJECTS,Loose guttering on the sports field perimeter at risk of falling in high winds,School grounds,MEDIUM,OPEN,2025-11-10,,76.0,
268,7,,105.0,ELECTRICAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,LOW,OPEN,2025-11-10,,76.0,
