action_id,site_id,hazard_id,assessment_id,inspection_id,assigned_to_person_id,action_description,priority,due_date,completed_date,status,created_date,notes
233,9,344.0,,97.0,31,Remove or trim vegetation creating hazard,LOW,2026-02-23,,IN_PROGRESS,2025-11-26,
234,10,352.0,103.0,,33,Repair or replace damaged infrastructure,MEDIUM,2021-11-17,2021-11-14,COMPLETED,2021-09-21,
235,10,358.0,105.0,,34,Schedule professional inspection,MEDIUM,2022-11-25,2022-11-06,COMPLETED,2022-09-24,
236,10,358.0,105.0,,32,Install guard rail or barrier,HIGH,2022-10-20,2022-10-10,COMPLETED,2022-09-24,
237,10,358.0,105.0,,33,Install guard rail or barrier,MEDIUM,2022-11-25,2022-11-23,COMPLETED,2022-09-24,
238,10,367.0,108.0,,32,Remove or trim vegetation creating hazard,LOW,2024-06-21,,IN_PROGRESS,2024-03-20,
239,10,367.0,108.0,,33,Conduct staff training on updated procedure,MEDIUM,2024-05-25,2024-05-16,COMPLETED,2024-03-20,
240,10,368.0,109.0,,34,Apply anti-slip treatment to surface,LOW,2024-12-11,,OVERDUE,2024-09-10,
241,10,368.0,109.0,,33,Update emergency procedures documentation,CRITICAL,2024-09-20,2024-09-20,COMPLETED,2024-09-10,
242,10,372.0,110.0,,32,Update emergency procedures documentation,MEDIUM,2025-05-28,2025-05-24,COMPLETED,2025-03-27,
243,10,375.0,,100.0,33,Review and update risk register,HIGH,2021-09-14,2021-09-10,COMPLETED,2021-08-11,
244,10,375.0,,100.0,32,Improve lighting in affected area,MEDIUM,2021-10-05,2021-09-08,COMPLETED,2021-08-11,
245,10,377.0,,101.0,32,Replace worn equipment,HIGH,2022-06-21,2022-06-18,COMPLETED,2022-05-16,
246,10,381.0,,108.0,33,Replace worn equipment,MEDIUM,2025-11-08,,OPEN,2025-09-09,
247,11,385.0,111.0,,38,Improve lighting in affected area,MEDIUM,2020-05-11,2020-04-12,COMPLETED,2020-03-14,
248,11,385.0,112.0,,36,Review and update risk register,HIGH,2020-10-09,,IN_PROGRESS,2020-09-07,
249,11,389.0,113.0,,35,Replace worn equipment,LOW,2021-06-14,,OVERDUE,2021-03-15,
250,11,389.0,113.0,,38,Engage contractor for specialist repair,MEDIUM,2021-05-13,2021-04-23,COMPLETED,2021-03-15,
251,11,389.0,113.0,,36,Conduct staff training on updated procedure,MEDIUM,2021-05-15,2021-04-25,COMPLETED,2021-03-15,
252,11,389.0,113.0,,35,Improve lighting in affected area,MEDIUM,2021-05-08,2021-04-19,COMPLETED,2021-03-15,
253,11,389.0,113.0,,37,Schedule professional inspection,HIGH,2021-04-08,2021-04-02,COMPLETED,2021-03-15,
254,11,393.0,114.0,,35,Engage contractor for specialist repair,CRITICAL,2021-09-14,2021-09-10,COMPLETED,2021-09-05,
255,11,393.0,114.0,,38,Install guard rail or barrier,MEDIUM,2021-11-04,,IN_PROGRESS,2021-09-05,
256,11,393.0,114.0,,36,Install additional safety signage,LOW,2021-11-27,2021-11-06,COMPLETED,2021-09-05,
257,11,395.0,115.0,,38,Install guard rail or barrier,HIGH,2022-03-27,2022-03-22,COMPLETED,2022-03-01,
258,11,395.0,115.0,,38,Remove or trim vegetation creating hazard,MEDIUM,2022-05-05,2022-04-06,COMPLETED,2022-03-01,
259,11,395.0,115.0,,38,Remove or trim vegetation creating hazard,HIGH,2022-03-26,2022-03-24,COMPLETED,2022-03-01,
260,11,399.0,116.0,,38,Replace worn equipment,HIGH,2022-09-30,2022-09-24,COMPLETED,2022-09-01,
261,11,399.0,116.0,,36,Engage contractor for specialist repair,LOW,2022-11-29,2022-10-19,COMPLETED,2022-09-01,
262,11,399.0,116.0,,35,Engage contractor for specialist repair,MEDIUM,2022-11-06,2022-11-04,COMPLETED,2022-09-01,
263,11,399.0,116.0,,36,Install additional safety signage,CRITICAL,2022-09-08,2022-09-08,COMPLETED,2022-09-01,
264,11,399.0,116.0,,36,Engage contractor for specialist repair,LOW,2022-12-04,2022-11-29,COMPLETED,2022-09-01,
265,11,400.0,117.0,,38,Apply anti-slip treatment to surface,HIGH,2023-04-17,,OVERDUE,2023-03-24,
266,11,403.0,118.0,,37,Update emergency procedures documentation,MEDIUM,2023-10-30,2023-10-07,COMPLETED,2023-09-02,
267,11,403.0,118.0,,36,Improve lighting in affected area,HIGH,2023-10-07,2023-10-03,COMPLETED,2023-09-02,
268,11,403.0,118.0,,36,Install additional safety signage,HIGH,2023-09-29,2023-09-28,COMPLETED,2023-09-02,
269,11,403.0,118.0,,35,Conduct staff training on updated procedure,HIGH,2023-09-28,2023-09-19,COMPLETED,2023-09-02,
270,11,407.0,119.0,,36,Install additional safety signage,HIGH,2024-04-11,2024-04-06,COMPLETED,2024-03-09,
271,11,407.0,119.0,,37,Remove or trim vegetation creating hazard,LOW,2024-06-13,,OVERDUE,2024-03-09,
272,11,407.0,119.0,,36,Engage contractor for specialist repair,CRITICAL,2024-03-17,2024-03-16,COMPLETED,2024-03-09,
273,11,407.0,121.0,,38,Conduct staff training on updated procedure,CRITICAL,2025-04-05,,IN_PROGRESS,2025-03-24,
274,11,409.0,,110.0,37,Review and update risk register,MEDIUM,2020-04-29,2020-04-20,COMPLETED,2020-02-25,
275,11,409.0,,110.0,38,Repair or replace damaged infrastructure,CRITICAL,2020-03-07,2020-03-03,COMPLETED,2020-02-25,
276,11,410.0,,111.0,36,Repair or replace damaged infrastructure,MEDIUM,2021-01-05,2020-12-17,COMPLETED,2020-11-01,
277,11,413.0,,112.0,35,Schedule professional inspection,MEDIUM,2021-07-15,2021-07-13,COMPLETED,2021-05-18,
278,11,413.0,,112.0,37,Install guard rail or barrier,MEDIUM,2021-07-14,,OVERDUE,2021-05-18,
279,11,415.0,,113.0,36,Remove or trim vegetation creating hazard,HIGH,2021-07-08,2021-06-26,COMPLETED,2021-06-06,
280,11,415.0,,113.0,38,Remove or trim vegetation creating hazard,MEDIUM,2021-08-08,2021-08-03,COMPLETED,2021-06-06,
281,11,418.0,,114.0,37,Apply anti-slip treatment to surface,MEDIUM,2022-06-21,,OVERDUE,2022-04-16,
282,11,418.0,,114.0,38,Install guard rail or barrier,MEDIUM,2022-06-13,2022-05-27,COMPLETED,2022-04-16,
283,11,420.0,,115.0,37,Update emergency procedures documentation,LOW,2023-08-09,2023-08-04,COMPLETED,2023-05-08,
284,11,423.0,,116.0,35,Install guard rail or barrier,MEDIUM,2023-12-13,2023-11-16,COMPLETED,2023-10-18,
285,11,424.0,,117.0,36,Review and update risk register,MEDIUM,2023-07-22,2023-07-10,COMPLETED,2023-05-19,
286,11,427.0,,118.0,38,Apply anti-slip treatment to surface,CRITICAL,2024-12-05,2024-11-29,COMPLETED,2024-11-19,
287,11,431.0,,120.0,36,Improve lighting in affected area,MEDIUM,2025-11-03,,IN_PROGRESS,2025-09-08,
288,12,432.0,122.0,,39,Conduct staff training on updated procedure,MEDIUM,2020-05-23,2020-05-07,COMPLETED,2020-03-26,
289,12,433.0,123.0,,40,Install guard rail or barrier,MEDIUM,2020-11-20,2020-11-01,COMPLETED,2020-09-16,
290,12,436.0,124.0,,40,Update emergency procedures documentation,LOW,2021-05-30,2021-05-06,COMPLETED,2021-03-05,
291,12,436.0,124.0,,42,Update emergency procedures documentation,LOW,2021-06-07,2021-05-25,COMPLETED,2021-03-05,
292,12,436.0,124.0,,42,Remove or trim vegetation creating hazard,MEDIUM,2021-04-27,2021-04-04,COMPLETED,2021-03-05,
293,12,436.0,124.0,,39,Install guard rail or barrier,CRITICAL,2021-03-16,2021-03-16,COMPLETED,2021-03-05,
294,12,440.0,125.0,,40,Apply anti-slip treatment to surface,HIGH,2021-10-17,,OVERDUE,2021-09-16,
295,12,440.0,125.0,,42,Review and update risk register,MEDIUM,2021-11-20,2021-11-05,COMPLETED,2021-09-16,
296,12,440.0,125.0,,41,Schedule professional inspection,MEDIUM,2021-11-17,2021-11-10,COMPLETED,2021-09-16,
297,12,440.0,125.0,,41,Review and update risk register,HIGH,2021-10-12,2021-09-28,COMPLETED,2021-09-16,
298,12,444.0,126.0,,41,Conduct staff training on updated procedure,MEDIUM,2022-05-14,2022-05-09,COMPLETED,2022-03-18,
299,12,444.0,126.0,,39,Repair or replace damaged infrastructure,HIGH,2022-04-18,2022-04-07,COMPLETED,2022-03-18,
300,12,444.0,126.0,,42,Engage contractor for specialist repair,HIGH,2022-04-19,2022-04-09,COMPLETED,2022-03-18,
301,12,444.0,126.0,,40,Replace worn equipment,HIGH,2022-04-19,,OVERDUE,2022-03-18,
302,12,444.0,126.0,,39,Update emergency procedures documentation,MEDIUM,2022-05-22,,OVERDUE,2022-03-18,
303,12,445.0,127.0,,40,Schedule professional inspection,MEDIUM,2022-11-05,2022-10-11,COMPLETED,2022-09-03,
304,12,445.0,127.0,,41,Install additional safety signage,CRITICAL,2022-09-14,2022-09-09,COMPLETED,2022-09-03,
305,12,449.0,128.0,,40,Improve lighting in affected area,CRITICAL,2023-03-28,,IN_PROGRESS,2023-03-12,
306,12,449.0,128.0,,40,Replace worn equipment,MEDIUM,2023-05-09,2023-04-10,COMPLETED,2023-03-12,
307,12,450.0,129.0,,40,Remove or trim vegetation creating hazard,MEDIUM,2023-11-12,,OVERDUE,2023-09-10,
308,12,451.0,131.0,,39,Conduct staff training on updated procedure,MEDIUM,2024-10-28,,IN_PROGRESS,2024-09-02,
309,12,452.0,132.0,,41,Install guard rail or barrier,HIGH,2025-04-22,,OVERDUE,2025-03-27,
310,12,455.0,,121.0,39,Replace worn equipment,MEDIUM,2020-11-28,2020-11-05,COMPLETED,2020-09-27,
311,12,455.0,,121.0,41,Engage contractor for specialist repair,LOW,2020-12-21,2020-12-16,COMPLETED,2020-09-27,
312,12,458.0,,122.0,41,Conduct staff training on updated procedure,HIGH,2020-12-25,2020-12-20,COMPLETED,2020-11-25,
313,12,461.0,,124.0,40,Review and update risk register,MEDIUM,2021-07-05,2021-07-03,COMPLETED,2021-05-12,
314,12,465.0,,128.0,41,Engage contractor for specialist repair,MEDIUM,2023-09-14,2023-08-19,COMPLETED,2023-07-11,
315,12,469.0,,131.0,40,Conduct staff training on updated procedure,MEDIUM,2024-08-21,2024-08-19,COMPLETED,2024-06-26,
316,13,471.0,133.0,,45,Install additional safety signage,HIGH,2020-04-05,,IN_PROGRESS,2020-03-11,
317,13,471.0,133.0,,43,Review and update risk register,HIGH,2020-04-16,2020-04-02,COMPLETED,2020-03-11,
318,13,473.0,134.0,,45,Update emergency procedures documentation,LOW,2020-12-10,2020-11-05,COMPLETED,2020-09-07,
319,13,475.0,135.0,,44,Engage contractor for specialist repair,MEDIUM,2021-05-01,,IN_PROGRESS,2021-03-02,
320,13,477.0,136.0,,45,Review and update risk register,MEDIUM,2021-11-05,,IN_PROGRESS,2021-09-07,
321,13,477.0,136.0,,45,Improve lighting in affected area,CRITICAL,2021-09-14,2021-09-14,COMPLETED,2021-09-07,
322,13,477.0,136.0,,43,Remove or trim vegetation creating hazard,HIGH,2021-10-08,2021-09-25,COMPLETED,2021-09-07,
323,13,479.0,137.0,,44,Conduct staff training on updated procedure,CRITICAL,2022-04-05,2022-04-02,COMPLETED,2022-03-21,
324,13,479.0,137.0,,45,Repair or replace damaged infrastructure,MEDIUM,2022-05-19,2022-05-15,COMPLETED,2022-03-21,
325,13,482.0,138.0,,44,Remove or trim vegetation creating hazard,HIGH,2022-10-02,,IN_PROGRESS,2022-09-03,
326,13,484.0,139.0,,45,Install additional safety signage,HIGH,2023-04-08,,IN_PROGRESS,2023-03-04,
327,13,487.0,140.0,,44,Repair or replace damaged infrastructure,MEDIUM,2023-11-06,,OVERDUE,2023-09-07,
328,13,487.0,140.0,,45,Update emergency procedures documentation,MEDIUM,2023-11-12,2023-11-09,COMPLETED,2023-09-07,
329,13,487.0,140.0,,43,Update emergency procedures documentation,MEDIUM,2023-11-07,2023-10-31,COMPLETED,2023-09-07,
330,13,491.0,141.0,,43,Conduct staff training on updated procedure,HIGH,2024-04-13,2024-04-02,COMPLETED,2024-03-16,
331,13,491.0,141.0,,44,Apply anti-slip treatment to surface,LOW,2024-06-12,2024-05-26,COMPLETED,2024-03-16,
332,13,491.0,141.0,,45,Conduct staff training on updated procedure,LOW,2024-06-10,,OVERDUE,2024-03-16,
333,13,491.0,142.0,,43,Install additional safety signage,HIGH,2024-10-29,2024-10-16,COMPLETED,2024-09-25,
334,13,495.0,143.0,,45,Improve lighting in affected area,HIGH,2025-04-11,2025-04-08,COMPLETED,2025-03-11,
335,13,495.0,143.0,,43,Review and update risk register,MEDIUM,2025-05-06,2025-04-15,COMPLETED,2025-03-11,
336,13,495.0,143.0,,44,Remove or trim vegetation creating hazard,MEDIUM,2025-05-08,2025-05-04,COMPLETED,2025-03-11,
337,13,498.0,,133.0,43,Remove or trim vegetation creating hazard,MEDIUM,2020-07-19,2020-07-16,COMPLETED,2020-05-21,
338,13,500.0,,134.0,44,Review and update risk register,HIGH,2021-11-29,2021-11-20,COMPLETED,2021-10-26,
339,13,507.0,,137.0,43,Remove or trim vegetation creating hazard,MEDIUM,2023-10-31,2023-10-16,COMPLETED,2023-09-03,
340,13,507.0,,137.0,43,Improve lighting in affected area,HIGH,2023-10-07,2023-09-23,COMPLETED,2023-09-03,
341,13,508.0,,139.0,43,Engage contractor for specialist repair,CRITICAL,2024-05-23,,OVERDUE,2024-05-03,
342,14,514.0,144.0,,48,Review and update risk register,MEDIUM,2020-05-21,,OVERDUE,2020-03-24,
343,14,520.0,146.0,,47,Install additional safety signage,LOW,2021-06-18,2021-06-14,COMPLETED,2021-03-24,
344,14,520.0,146.0,,47,Improve lighting in affected area,LOW,2021-06-16,,IN_PROGRESS,2021-03-24,
345,14,520.0,146.0,,46,Improve lighting in affected area,MEDIUM,2021-05-18,2021-05-16,COMPLETED,2021-03-24,
346,14,520.0,146.0,,47,Replace worn equipment,MEDIUM,2021-05-28,2021-05-15,COMPLETED,2021-03-24,
347,14,520.0,146.0,,47,Improve lighting in affected area,HIGH,2021-04-18,2021-04-14,COMPLETED,2021-03-24,
348,14,523.0,148.0,,46,Replace worn equipment,HIGH,2022-04-12,2022-04-01,COMPLETED,2022-03-20,
349,14,523.0,148.0,,48,Apply anti-slip treatment to surface,LOW,2022-06-17,2022-06-06,COMPLETED,2022-03-20,
350,14,523.0,148.0,,48,Repair or replace damaged infrastructure,MEDIUM,2022-05-19,2022-04-20,COMPLETED,2022-03-20,
351,14,524.0,149.0,,48,Update emergency procedures documentation,MEDIUM,2022-11-22,2022-11-06,COMPLETED,2022-09-20,
352,14,530.0,151.0,,47,Schedule professional inspection,MEDIUM,2023-11-25,,OVERDUE,2023-09-27,
353,14,530.0,151.0,,46,Remove or trim vegetation creating hazard,HIGH,2023-10-25,2023-10-18,COMPLETED,2023-09-27,
354,14,530.0,151.0,,47,Update emergency procedures documentation,MEDIUM,2023-11-23,2023-11-10,COMPLETED,2023-09-27,
355,14,530.0,151.0,,48,Install guard rail or barrier,MEDIUM,2023-11-29,2023-11-27,COMPLETED,2023-09-27,
356,14,531.0,152.0,,46,Replace worn equipment,HIGH,2024-04-14,2024-04-08,COMPLETED,2024-03-13,
357,14,531.0,152.0,,46,Improve lighting in affected area,HIGH,2024-04-16,2024-04-11,COMPLETED,2024-03-13,
358,14,534.0,153.0,,48,Repair or replace damaged infrastructure,MEDIUM,2024-11-19,2024-11-05,COMPLETED,2024-09-20,
359,14,534.0,153.0,,47,Engage contractor for specialist repair,HIGH,2024-10-19,,IN_PROGRESS,2024-09-20,
360,14,534.0,153.0,,48,Improve lighting in affected area,HIGH,2024-10-21,2024-10-18,COMPLETED,2024-09-20,
361,14,534.0,153.0,,46,Schedule professional inspection,MEDIUM,2024-11-14,2024-11-02,COMPLETED,2024-09-20,
362,14,538.0,154.0,,46,Remove or trim vegetation creating hazard,MEDIUM,2025-05-02,,IN_PROGRESS,2025-03-04,
363,14,538.0,154.0,,48,Update emergency procedures documentation,MEDIUM,2025-05-03,2025-04-13,COMPLETED,2025-03-04,
364,14,538.0,154.0,,47,Improve lighting in affected area,LOW,2025-05-28,2025-05-02,COMPLETED,2025-03-04,
365,14,538.0,154.0,,47,Engage contractor for specialist repair,LOW,2025-06-04,2025-05-31,COMPLETED,2025-03-04,
366,14,538.0,154.0,,48,Update emergency procedures documentation,HIGH,2025-04-06,2025-04-05,COMPLETED,2025-03-04,
367,14,539.0,,146.0,47,Update emergency procedures documentation,MEDIUM,2021-11-06,,OVERDUE,2021-09-01,
368,14,542.0,,147.0,48,Schedule professional inspection,HIGH,2021-06-20,2021-06-17,COMPLETED,2021-05-19,
369,14,542.0,,147.0,46,Engage contractor for specialist repair,MEDIUM,2021-07-23,2021-07-04,COMPLETED,2021-05-19,
370,14,542.0,,147.0,46,Repair or replace damaged infrastructure,MEDIUM,2021-07-21,,OVERDUE,2021-05-19,
371,14,545.0,,150.0,46,Update emergency procedures documentation,MEDIUM,2023-05-18,2023-04-25,COMPLETED,2023-03-25,
372,14,545.0,,150.0,46,Improve lighting in affected area,MEDIUM,2023-05-19,2023-05-09,COMPLETED,2023-03-25,
373,14,548.0,,151.0,47,Apply anti-slip treatment to surface,MEDIUM,2024-11-18,2024-11-10,COMPLETED,2024-09-18,
374,14,548.0,,151.0,46,Remove or trim vegetation creating hazard,LOW,2024-12-20,,OVERDUE,2024-09-18,
375,14,548.0,,151.0,48,Review and update risk register,MEDIUM,2024-11-20,2024-10-26,COMPLETED,2024-09-18,
376,14,551.0,,152.0,47,Replace worn equipment,MEDIUM,2024-04-11,,IN_PROGRESS,2024-02-15,
377,14,551.0,,152.0,48,Engage contractor for specialist repair,CRITICAL,2024-02-22,2024-02-22,COMPLETED,2024-02-15,
378,14,551.0,,152.0,46,Review and update risk register,MEDIUM,2024-04-18,2024-04-13,COMPLETED,2024-02-15,
379,15,557.0,157.0,,51,Install guard rail or barrier,HIGH,2021-04-08,,OVERDUE,2021-03-10,
380,15,557.0,157.0,,49,Schedule professional inspection,CRITICAL,2021-03-21,2021-03-19,COMPLETED,2021-03-10,
381,15,557.0,157.0,,49,Review and update risk register,MEDIUM,2021-05-07,2021-04-10,COMPLETED,2021-03-10,
382,15,558.0,158.0,,50,Install guard rail or barrier,MEDIUM,2021-11-10,2021-10-30,COMPLETED,2021-09-07,
383,15,559.0,159.0,,50,Conduct staff training on updated procedure,MEDIUM,2022-04-28,2022-04-24,COMPLETED,2022-03-04,
384,15,559.0,159.0,,51,Apply anti-slip treatment to surface,HIGH,2022-04-01,2022-03-29,COMPLETED,2022-03-04,
385,15,562.0,160.0,,49,Replace worn equipment,LOW,2022-12-22,2022-12-03,COMPLETED,2022-09-24,
386,15,562.0,160.0,,50,Engage contractor for specialist repair,MEDIUM,2022-11-29,2022-11-07,COMPLETED,2022-09-24,
387,15,565.0,161.0,,50,Replace worn equipment,LOW,2023-06-16,2023-05-08,COMPLETED,2023-03-17,
388,15,565.0,161.0,,49,Improve lighting in affected area,MEDIUM,2023-05-11,2023-04-27,COMPLETED,2023-03-17,
389,15,565.0,161.0,,49,Apply anti-slip treatment to surface,CRITICAL,2023-03-27,2023-03-25,COMPLETED,2023-03-17,
390,15,565.0,161.0,,51,Apply anti-slip treatment to surface,MEDIUM,2023-05-17,2023-04-29,COMPLETED,2023-03-17,
391,15,565.0,162.0,,51,Apply anti-slip treatment to surface,HIGH,2023-10-04,2023-09-28,COMPLETED,2023-09-09,
392,15,567.0,163.0,,50,Improve lighting in affected area,LOW,2024-06-23,2024-05-19,COMPLETED,2024-03-20,
393,15,567.0,163.0,,50,Replace worn equipment,MEDIUM,2024-05-16,,OVERDUE,2024-03-20,
394,15,567.0,164.0,,49,Improve lighting in affected area,CRITICAL,2024-09-22,2024-09-18,COMPLETED,2024-09-12,
395,15,568.0,,157.0,49,Apply anti-slip treatment to surface,CRITICAL,2022-02-22,,IN_PROGRESS,2022-02-13,
396,15,571.0,,158.0,50,Repair or replace damaged infrastructure,MEDIUM,2023-05-22,,OVERDUE,2023-03-23,
397,15,574.0,,159.0,49,Review and update risk register,MEDIUM,2023-09-03,2023-08-07,COMPLETED,2023-07-07,
398,15,577.0,,160.0,50,Conduct staff training on updated procedure,MEDIUM,2023-12-01,2023-11-05,COMPLETED,2023-10-09,
399,15,577.0,,160.0,51,Schedule professional inspection,CRITICAL,2023-10-27,2023-10-21,COMPLETED,2023-10-09,
400,15,582.0,,162.0,51,Review and update risk register,CRITICAL,2024-02-22,,OVERDUE,2024-02-14,
401,15,582.0,,162.0,50,Update emergency procedures documentation,HIGH,2024-03-21,2024-03-09,COMPLETED,2024-02-14,
402,15,583.0,,163.0,49,Remove or trim vegetation creating hazard,HIGH,2024-05-10,,IN_PROGRESS,2024-04-05,
403,16,584.0,166.0,,54,Install additional safety signage,LOW,2020-06-18,2020-05-13,COMPLETED,2020-03-24,
404,16,584.0,166.0,,52,Improve lighting in affected area,HIGH,2020-04-20,2020-04-09,COMPLETED,2020-03-24,
405,16,590.0,169.0,,54,Update emergency procedures documentation,MEDIUM,2021-11-14,2021-10-31,COMPLETED,2021-09-09,
406,16,594.0,171.0,,55,Repair or replace damaged infrastructure,CRITICAL,2022-09-14,2022-09-08,COMPLETED,2022-09-05,
407,16,594.0,171.0,,53,Install guard rail or barrier,MEDIUM,2022-11-01,2022-11-01,COMPLETED,2022-09-05,
408,16,594.0,171.0,,53,Install guard rail or barrier,MEDIUM,2022-10-31,,OVERDUE,2022-09-05,
409,16,598.0,172.0,,52,Engage contractor for specialist repair,MEDIUM,2023-05-06,,IN_PROGRESS,2023-03-07,
410,16,598.0,172.0,,54,Engage contractor for specialist repair,CRITICAL,2023-03-23,2023-03-22,COMPLETED,2023-03-07,
411,16,598.0,172.0,,55,Improve lighting in affected area,HIGH,2023-04-04,,OVERDUE,2023-03-07,
412,16,598.0,172.0,,52,Conduct staff training on updated procedure,MEDIUM,2023-05-12,2023-04-30,COMPLETED,2023-03-07,
413,16,602.0,174.0,,55,Schedule professional inspection,MEDIUM,2024-05-17,2024-04-23,COMPLETED,2024-03-21,
414,16,602.0,174.0,,54,Apply anti-slip treatment to surface,LOW,2024-06-17,2024-05-13,COMPLETED,2024-03-21,
415,16,605.0,175.0,,54,Remove or trim vegetation creating hazard,MEDIUM,2024-11-18,2024-11-12,COMPLETED,2024-09-14,
416,16,605.0,175.0,,55,Review and update risk register,CRITICAL,2024-10-03,,OVERDUE,2024-09-14,
417,16,605.0,175.0,,55,Replace worn equipment,MEDIUM,2024-11-10,2024-11-05,COMPLETED,2024-09-14,
418,16,607.0,176.0,,54,Improve lighting in affected area,MEDIUM,2025-05-22,2025-04-26,COMPLETED,2025-03-17,
419,16,612.0,,167.0,53,Replace worn equipment,LOW,2021-06-28,2021-05-28,COMPLETED,2021-04-03,
420,16,612.0,,167.0,53,Review and update risk register,CRITICAL,2021-04-23,2021-04-19,COMPLETED,2021-04-03,
421,16,612.0,,167.0,52,Schedule professional inspection,MEDIUM,2021-06-06,,OVERDUE,2021-04-03,
422,16,615.0,,168.0,52,Install additional safety signage,HIGH,2021-11-06,2021-10-29,COMPLETED,2021-10-12,
423,16,617.0,,169.0,53,Install additional safety signage,MEDIUM,2022-12-10,,OVERDUE,2022-10-16,
424,16,619.0,,170.0,54,Install guard rail or barrier,LOW,2023-02-18,2023-02-02,COMPLETED,2022-11-27,
425,16,619.0,,170.0,55,Conduct staff training on updated procedure,CRITICAL,2022-12-13,2022-12-13,COMPLETED,2022-11-27,
426,16,625.0,,173.0,55,Apply anti-slip treatment to surface,MEDIUM,2024-12-22,,IN_PROGRESS,2024-10-25,
427,16,625.0,,173.0,55,Review and update risk register,MEDIUM,2024-12-28,2024-12-17,COMPLETED,2024-10-25,
428,16,625.0,,173.0,53,Apply anti-slip treatment to surface,CRITICAL,2024-11-09,2024-11-04,COMPLETED,2024-10-25,
429,17,629.0,178.0,,57,Install additional safety signage,LOW,2020-12-02,2020-11-04,COMPLETED,2020-09-02,
430,17,629.0,178.0,,56,Apply anti-slip treatment to surface,MEDIUM,2020-10-29,2020-10-17,COMPLETED,2020-09-02,
431,17,633.0,179.0,,56,Review and update risk register,MEDIUM,2021-04-29,2021-04-09,COMPLETED,2021-03-02,
432,17,633.0,179.0,,57,Improve lighting in affected area,HIGH,2021-04-01,2021-03-30,COMPLETED,2021-03-02,
