site_id,site_name,street_address,suburb,town_city,postal_code,latitude,longitude,location,region,territorial_authority,education_region,urban_rural,school_type,school_definition,authority,total_roll,equity_index,status
125,Raglan Area School,42 Norrie Avenue ,,Raglan,3265.0,-37.807418,174.866613,POINT(174.866613 -37.807418),Waikato Region,Waikato District,Waikato,Small urban area,Composite,,State,597,453,Open
126,Morrinsville College,Alexandra Avenue ,,Morrinsville,3340.0,-37.650833,175.534069,POINT(175.534069 -37.650833),Waikato Region,Matamata-Piako District,Waikato,Small urban area,Secondary (Year 9-15),,State,758,481,Open
127,Ngaruawahia High School,56 Kent Street ,,Ngaruawahia,3742.0,-37.66004,175.158665,POINT(175.158665 -37.66004),Waikato Region,Waikato District,Waikato,Small urban area,Secondary (Year 9-15),,State,356,534,Open
129,Fairfield College,25 Bankwood Road ,Chartwell,Hamilton,3248.0,-37.76277,175.27696,POINT(175.27696 -37.76277),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State,973,527,Open
130,St Paul's Collegiate (Hamilton),77 Hukanui Road ,Chartwell,Hamilton,3240.0,-37.759246,175.282196,POINT(175.282196 -37.759246),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,Private : Fully Registered,972,0,Open
131,Hamilton Boys' High School,Peachgrove Road ,,Hamilton,3240.0,-37.784988,175.294802,POINT(175.294802 -37.784988),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State,2281,429,Open
132,Hamilton Girls' High School,Ward Street ,,Hamilton,3240.0,-37.789062,175.277353,POINT(175.277353 -37.789062),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State,1801,463,Open
133,Raphael House Rudolf Steiner Area School,27 Matuhi Street ,Belmont,Lower Hutt,5010.0,-41.196228,174.907713,POINT(174.907713 -41.196228),Wellington Region,Lower Hutt City,Wellington,Major urban area,Composite,,State : Integrated,282,400,Open
134,Flaxmere College,Henderson Road ,Flaxmere,Hastings,4120.0,-39.623997,176.788805,POINT(176.788805 -39.623997),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 7-15),,State,364,558,Open
135,Fraser High School,72 Ellicott Road ,Dinsdale,Hamilton,3243.0,-37.784283,175.244737,POINT(175.244737 -37.784283),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State,1446,508,Open
136,St John's College (Hillcrest),85 Hillcrest Road ,Hillcrest,Hamilton,3251.0,-37.791339,175.317501,POINT(175.317501 -37.791339),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State : Integrated,956,428,Open
138,Hillcrest High School,141 Masters Avenue ,Hillcrest,Hamilton,3251.0,-37.793283,175.32629,POINT(175.32629 -37.793283),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State,1818,451,Open
139,Sacred Heart Girls' College (Ham),52 Clyde Street ,Hamilton East,Hamilton,3247.0,-37.791585,175.29528,POINT(175.29528 -37.791585),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State : Integrated,937,439,Open
140,Waikato Diocesan School For Girls,660 River Road ,,Hamilton,3240.0,-37.764497,175.267808,POINT(175.267808 -37.764497),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State : Integrated,680,391,Open
141,St Peter's School (Cambridge),1716 Cambridge Road ,,Cambridge,3450.0,-37.890555,175.428899,POINT(175.428899 -37.890555),Waikato Region,Waipa District,Waikato,Medium urban area,Secondary (Year 7-15),,Private : Fully Registered,1215,0,Open
142,Cambridge High School,25 Swayne Road ,,Cambridge,3450.0,-37.878116,175.470878,POINT(175.470878 -37.878116),Waikato Region,Waipa District,Waikato,Medium urban area,Secondary (Year 9-15),,State,1757,447,Open
143,Trident High School,76 Arawa Road ,,Whakatane,3120.0,-37.973481,176.975956,POINT(176.975956 -37.973481),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Medium urban area,Secondary (Year 9-15),,State,843,496,Open
144,Whakatane High School,56 Goulstone Road ,,Whakatane,3158.0,-37.962394,176.985794,POINT(176.985794 -37.962394),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Medium urban area,Secondary (Year 9-15),,State,1234,475,Open
145,Rangitaiki College – Te Kura Tuarua o Rangitaiki,100 College Road ,,Edgecumbe,3120.0,-37.967933,176.827537,POINT(176.827537 -37.967933),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Small urban area,Secondary (Year 9-15),,State,129,530,Open
146,Te Awamutu College,938 Alexandra Street ,,Te Awamutu,3840.0,-38.006315,175.314937,POINT(175.314937 -38.006315),Waikato Region,Waipa District,Waikato,Medium urban area,Secondary (Year 9-15),,State,1310,481,Open
148,Opotiki College,22 St John Street ,,Opotiki,3162.0,-38.013132,177.288103,POINT(177.288103 -38.013132),Bay of Plenty Region,Ōpōtiki District,"Bay of Plenty, Waiariki",Small urban area,Secondary (Year 9-15),,State,350,541,Open
151,Western Heights High School,70 Old Quarry Road ,Rotorua Central,Rotorua,3040.0,-38.119568,176.221187,POINT(176.221187 -38.119568),Bay of Plenty Region,Rotorua District,"Bay of Plenty, Waiariki",Large urban area,Secondary (Year 9-15),,State,1205,499,Open
152,Rotorua Boys' High School,1612 Pukuatua Street ,,Rotorua,3046.0,-38.13727,176.237477,POINT(176.237477 -38.13727),Bay of Plenty Region,Rotorua District,"Bay of Plenty, Waiariki",Large urban area,Secondary (Year 9-15),,State,1153,504,Open
153,Rotorua Girls' High School,251 Old Taupo Road ,Hillcrest,Rotorua,3010.0,-38.147857,176.238386,POINT(176.238386 -38.147857),Bay of Plenty Region,Rotorua District,"Bay of Plenty, Waiariki",Large urban area,Secondary (Year 9-15),,State,642,522,Open
154,Rotorua Lakes High School,Porikapa Road ,Te Ngae,Rotorua,3042.0,-38.136755,176.30233,POINT(176.30233 -38.136755),Bay of Plenty Region,Rotorua District,"Bay of Plenty, Waiariki",Large urban area,Secondary (Year 9-15),,State,630,473,Open
157,Ōtorohanga College,Bledisloe Avenue ,,Otorohanga,3940.0,-38.179869,175.206037,POINT(175.206037 -38.179869),Waikato Region,Ōtorohanga District,Waikato,Small urban area,Secondary (Year 9-15),,State,370,515,Open
158,Tokoroa High School,Billah Street ,,Tokoroa,3444.0,-38.226207,175.861524,POINT(175.861524 -38.226207),Waikato Region,South Waikato District,Waikato,Medium urban area,Secondary (Year 9-15),,State,500,525,Open
159,Forest View High School,Baird Road ,,Tokoroa,3444.0,-38.220079,175.842948,POINT(175.842948 -38.220079),Waikato Region,South Waikato District,Waikato,Medium urban area,Secondary (Year 9-15),,State,425,517,Open
160,Te Kuiti High School,Hospital Road ,,Te Kuiti,3941.0,-38.332231,175.154846,POINT(175.154846 -38.332231),Waikato Region,Waitomo District,Waikato,Small urban area,Secondary (Year 9-15),,State,304,522,Open
161,Benneydale School,Mine Road ,,Benneydale,3944.0,-38.521675,175.369183,POINT(175.369183 -38.521675),Waikato Region,Waitomo District,Waikato,Rural other,Full Primary,,State,28,559,Open
162,Piopio College,18 Aria Road ,,Piopio,3912.0,-38.472653,175.014155,POINT(175.014155 -38.472653),Waikato Region,Waitomo District,Waikato,Rural settlement,Secondary (Year 7-15),,State,159,499,Open
164,Reporoa College,45 Massey Road ,,Reporoa,3060.0,-38.437349,176.344112,POINT(176.344112 -38.437349),Waikato Region,Rotorua District,"Bay of Plenty, Waiariki",Rural other,Secondary (Year 7-15),,State,205,519,Open
166,Tauhara College,101 Invergarry Road ,,Taupo,3351.0,-38.697481,176.104929,POINT(176.104929 -38.697481),Waikato Region,Taupo District,"Bay of Plenty, Waiariki",Medium urban area,Secondary (Year 9-15),,State,689,486,Open
167,Taupo-nui-a-Tia College,122 Spa Road ,,Taupo,3351.0,-38.681065,176.078757,POINT(176.078757 -38.681065),Waikato Region,Taupo District,"Bay of Plenty, Waiariki",Medium urban area,Secondary (Year 9-15),,State,1198,463,Open
169,Taumarunui High School,202 Golf Road ,,Taumarunui,3946.0,-38.863298,175.248127,POINT(175.248127 -38.863298),Manawatū-Whanganui Region,Ruapehu District,Waikato,Small urban area,Secondary (Year 9-15),,State,300,528,Open
170,Waitara High School,18 Princess Street ,,Waitara,4346.0,-38.996615,174.245055,POINT(174.245055 -38.996615),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State,440,524,Open
171,New Plymouth Boys' High School,107 Coronation Avenue ,,New Plymouth,4342.0,-39.061546,174.086318,POINT(174.086318 -39.061546),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,1484,446,Open
172,New Plymouth Girls' High School,60 Northgate ,,New Plymouth,4342.0,-39.054795,174.09477,POINT(174.09477 -39.054795),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,1301,447,Open
173,Spotswood College,129 South Road ,,New Plymouth,4344.0,-39.071205,174.036087,POINT(174.036087 -39.071205),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,936,493,Open
174,Sacred Heart Girls' College (N Plymouth),9 Pukaka Street ,Fitzroy,New Plymouth,4341.0,-39.052621,174.102287,POINT(174.102287 -39.052621),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 7-15),,State : Integrated,737,414,Open
175,Francis Douglas Memorial College,201 Tukapa Street ,Westown,New Plymouth,4343.0,-39.081129,174.053406,POINT(174.053406 -39.081129),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 7-15),,State : Integrated,791,418,Open
176,Ohura Valley Primary,1 Mangaparo Road ,,Ohura,3926.0,-38.844333,174.984709,POINT(174.984709 -38.844333),Manawatū-Whanganui Region,Ruapehu District,Waikato,Rural settlement,Full Primary,,State,12,565,Open
177,Inglewood High School,129 Rata Street ,,Inglewood,4347.0,-39.156657,174.18992,POINT(174.18992 -39.156657),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State,537,478,Open
179,Stratford High School,Swansea Road ,,Stratford,4352.0,-39.339665,174.29667,POINT(174.29667 -39.339665),Taranaki Region,Stratford District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State,701,500,Open
180,Taranaki Diocesan School for Girls,61 Broadway North ,,Stratford,4352.0,-39.331771,174.281298,POINT(174.281298 -39.331771),Taranaki Region,Stratford District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State : Integrated,101,461,Open
181,Opunake High School,Tasman Street ,,Opunake,4645.0,-39.45064,173.851541,POINT(173.851541 -39.45064),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State,318,503,Open
183,Ruapehu College,30 Tainui Street ,,Ohakune,4625.0,-39.41725,175.412796,POINT(175.412796 -39.41725),Manawatū-Whanganui Region,Ruapehu District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State,247,502,Open
185,Patea Area School,Kent Street ,,Patea,4545.0,-39.76142,174.481481,POINT(174.481481 -39.76142),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Small urban area,Composite,,State,179,541,Open
187,Whanganui City College,84 Ingestre Street ,,Whanganui,4541.0,-39.931369,175.046397,POINT(175.046397 -39.931369),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,290,547,Open
188,Whanganui Girls' College,21 Jones Street ,Whanganui East,Whanganui,4540.0,-39.919788,175.055093,POINT(175.055093 -39.919788),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,363,493,Open
189,Whanganui High School,76 Purnell Street ,,Whanganui,4541.0,-39.933791,175.031552,POINT(175.031552 -39.933791),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,1461,482,Open
190,Cullinane College,15 Peat Street ,,Whanganui,4542.0,-39.913342,175.047245,POINT(175.047245 -39.913342),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State : Integrated,495,497,Open
191,Longburn Adventist College,100 Walkers Road ,Longburn,Palmerston North,4866.0,-40.388364,175.558142,POINT(175.558142 -40.388364),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Rural other,Secondary (Year 7-15),,State : Integrated,220,474,Open
192,Whanganui Collegiate School,132 Liverpool Street ,,Whanganui,4540.0,-39.929603,175.038219,POINT(175.038219 -39.929603),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State : Integrated,357,417,Open
195,Rangitīkei College,Bredins Line ,,Marton,4710.0,-40.06965,175.384373,POINT(175.384373 -40.06965),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State,328,515,Open
196,Nga Tawa Diocesan School,164 Calico Line ,,Marton,4741.0,-40.067539,175.398803,POINT(175.398803 -40.067539),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Secondary (Year 9-15),,State : Integrated,198,431,Open
197,Feilding High School,Churcher Street ,,Feilding,4702.0,-40.214241,175.573639,POINT(175.573639 -40.214241),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Medium urban area,Secondary (Year 9-15),,State,1682,472,Open
198,Awatapu College,434 Botanical Road ,West End,Palmerston North,4412.0,-40.372424,175.600207,POINT(175.600207 -40.372424),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,870,492,Open
199,Hato Paora College,1314 Kimbolton Road ,,Feilding,4777.0,-40.151741,175.659639,POINT(175.659639 -40.151741),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Secondary (Year 9-15),Secondary Māori Boarding School,State : Integrated,113,516,Open
200,Freyberg High School,Freyberg Street ,Roslyn,Palmerston North,4414.0,-40.337826,175.627632,POINT(175.627632 -40.337826),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,952,488,Open
201,Queen Elizabeth College,Rangitikei Street ,,Palmerston North,4442.0,-40.346901,175.604574,POINT(175.604574 -40.346901),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 7-15),,State,415,556,Open
202,Palmerston North Boys' High School,Featherston Street ,,Palmerston North,4442.0,-40.34797,175.609856,POINT(175.609856 -40.34797),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,1821,441,Open
203,Palmerston North Girls' High School,Fitzherbert Avenue ,,Palmerston North,4410.0,-40.367122,175.619197,POINT(175.619197 -40.367122),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,1329,433,Open
204,St Peter's College (Palmerston North),Holdsworth Avenue ,Milson,Palmerston North,4414.0,-40.334097,175.605351,POINT(175.605351 -40.334097),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 7-15),,State : Integrated,787,436,Open
205,Manawatū College,Ladys Mile ,,Foxton,4848.0,-40.466437,175.277659,POINT(175.277659 -40.466437),Manawatū-Whanganui Region,Horowhenua District,Wellington,Small urban area,Secondary (Year 9-15),,State,292,528,Open
206,Ngata Memorial College,1 College Road North ,,Ruatoria,4032.0,-37.893015,178.324251,POINT(178.324251 -37.893015),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural settlement,Composite,,State,91,560,Open
208,Lytton High School,347 Nelson Road ,,Gisborne,4040.0,-38.643869,178.000182,POINT(178.000182 -38.643869),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,578,526,Open
209,Gisborne Boys' High School,80 Stanley Road ,,Gisborne,4040.0,-38.658874,178.009033,POINT(178.009033 -38.658874),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,797,486,Open
210,Gisborne Girls' High School,555 Gladstone Road ,Te Hapara,Gisborne,4040.0,-38.655219,178.008233,POINT(178.008233 -38.655219),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,701,488,Open
211,Campion College,Campion Road ,,Gisborne,4040.0,-38.647793,177.989404,POINT(177.989404 -38.647793),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 7-15),,State : Integrated,478,437,Open
212,Tolaga Bay Area School,24 Resolution Street ,,Tolaga Bay,4077.0,-38.373074,178.300177,POINT(178.300177 -38.373074),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural settlement,Composite,,State,240,526,Open
214,Wairoa College,16 Lucknow Street ,,Wairoa,4108.0,-39.035347,177.414175,POINT(177.414175 -39.035347),Hawke's Bay Region,Wairoa District,"Hawke's Bay, Tairāwhiti",Small urban area,Secondary (Year 7-15),,State,356,533,Open
215,Taradale High School,50 Murphy Road ,Taradale,Napier,4141.0,-39.542065,176.849976,POINT(176.849976 -39.542065),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,1049,448,Open
216,Napier Boys' High School,31 Chambers Street ,,Napier,4110.0,-39.514768,176.916453,POINT(176.916453 -39.514768),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,1296,453,Open
217,Napier Girls' High School,Clyde Road ,Bluff Hill,Napier,4110.0,-39.48566,176.915037,POINT(176.915037 -39.48566),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,1028,448,Open
218,Tamatea High School,61 Freyberg Avenue ,Greenmeadows,Napier,4145.0,-39.51829,176.870977,POINT(176.870977 -39.51829),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Secondary (Year 9-15),,State,346,532,Open
